ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesOrderNumber,OrderQuantity,SalesAmount
538,20220412,20220424,20220419,22054,1,100,SO56121,1,21.49
480,20220412,20220424,20220419,22054,1,100,SO56121,1,2.29
386,20220412,20220424,20220419,18617,1,19,SO56122,1,1120.49
539,20220412,20220424,20220419,18617,1,19,SO56122,1,24.99
480,20220412,20220424,20220419,18617,2,19,SO56122,1,2.29
605,20220412,20220424,20220419,21089,1,100,SO56123,1,539.99
538,20220412,20220424,20220419,21089,1,100,SO56123,1,21.49
574,20220412,20220424,20220419,28712,1,98,SO56124,1,2384.07
479,20220412,20220424,20220419,28712,1,98,SO56124,1,8.99
384,20220413,20220425,20220420,24912,1,6,SO56125,1,1120.49
353,20220413,20220425,20220420,11615,2,98,SO56126,1,2319.99
485,20220413,20220425,20220420,11615,1,98,SO56126,1,21.98
478,20220413,20220425,20220420,11615,1,98,SO56126,1,9.99
477,20220413,20220425,20220420,11615,1,98,SO56126,1,4.99
363,20220413,20220425,20220420,12648,1,98,SO56127,1,2294.99
485,20220413,20220425,20220420,12648,1,98,SO56127,1,21.98
482,20220413,20220425,20220420,12648,1,98,SO56127,1,8.99
577,20220413,20220425,20220420,14070,1,6,SO56128,1,1214.85
217,20220413,20220425,20220420,14070,1,6,SO56128,1,34.99
539,20220413,20220425,20220420,15795,1,6,SO56129,1,24.99
529,20220413,20220425,20220420,15795,1,6,SO56129,1,3.99
214,20220413,20220425,20220420,15795,1,6,SO56129,1,34.99
463,20220413,20220425,20220420,15795,1,6,SO56129,1,24.49
530,20220413,20220425,20220420,14686,1,6,SO56130,1,4.99
487,20220413,20220425,20220420,14686,1,6,SO56130,1,54.99
477,20220413,20220425,20220420,25012,1,6,SO56131,1,4.99
478,20220413,20220425,20220420,25012,1,6,SO56131,1,9.99
214,20220413,20220425,20220420,25012,1,6,SO56131,1,34.99
463,20220413,20220425,20220420,25012,1,6,SO56131,1,24.49
530,20220413,20220425,20220420,15212,1,6,SO56132,1,4.99
580,20220413,20220425,20220420,11249,1,100,SO56133,1,1700.99
231,20220413,20220425,20220420,11249,1,100,SO56133,1,49.99
225,20220413,20220425,20220420,11249,1,100,SO56133,1,8.99
583,20220413,20220425,20220420,25305,1,100,SO56134,1,1700.99
539,20220413,20220425,20220420,25305,1,100,SO56134,1,24.99
225,20220413,20220425,20220420,11670,1,100,SO56135,1,8.99
491,20220413,20220425,20220420,11670,1,100,SO56135,1,53.99
529,20220413,20220425,20220420,11081,1,100,SO56136,1,3.99
488,20220413,20220425,20220420,11081,1,100,SO56136,1,53.99
225,20220413,20220425,20220420,11081,1,100,SO56136,1,8.99
529,20220413,20220425,20220420,11013,1,100,SO56137,1,3.99
217,20220413,20220425,20220420,11013,1,100,SO56137,1,34.99
530,20220413,20220425,20220420,27382,1,100,SO56138,1,4.99
541,20220413,20220425,20220420,27382,1,100,SO56138,1,28.99
480,20220413,20220425,20220420,27382,2,100,SO56138,1,2.29
529,20220413,20220425,20220420,27218,1,100,SO56139,1,3.99
480,20220413,20220425,20220420,27218,1,100,SO56139,1,2.29
538,20220413,20220425,20220420,27023,1,100,SO56140,1,21.49
529,20220413,20220425,20220420,27023,1,100,SO56140,1,3.99
217,20220413,20220425,20220420,27023,1,100,SO56140,1,34.99
528,20220413,20220425,20220420,25259,1,100,SO56141,1,4.99
535,20220413,20220425,20220420,25259,1,100,SO56141,1,24.99
480,20220413,20220425,20220420,25259,2,100,SO56141,1,2.29
540,20220413,20220425,20220420,24451,1,100,SO56142,1,32.6
529,20220413,20220425,20220420,24451,1,100,SO56142,1,3.99
480,20220413,20220425,20220420,24451,1,100,SO56142,1,2.29
540,20220413,20220425,20220420,24830,1,100,SO56143,1,32.6
529,20220413,20220425,20220420,24830,1,100,SO56143,1,3.99
222,20220413,20220425,20220420,24830,1,100,SO56143,1,34.99
463,20220413,20220425,20220420,24830,1,100,SO56143,1,24.49
540,20220413,20220425,20220420,24991,1,100,SO56144,1,32.6
480,20220413,20220425,20220420,24991,1,100,SO56144,1,2.29
540,20220413,20220425,20220420,24813,1,100,SO56145,1,32.6
529,20220413,20220425,20220420,24813,1,100,SO56145,1,3.99
217,20220413,20220425,20220420,24813,1,100,SO56145,1,34.99
535,20220413,20220425,20220420,26542,1,100,SO56146,1,24.99
480,20220413,20220425,20220420,26542,1,100,SO56146,1,2.29
535,20220413,20220425,20220420,11331,1,19,SO56147,1,24.99
480,20220413,20220425,20220420,11331,1,19,SO56147,1,2.29
535,20220413,20220425,20220420,24928,1,100,SO56148,1,24.99
480,20220413,20220425,20220420,24928,1,100,SO56148,1,2.29
536,20220413,20220425,20220420,22122,1,100,SO56149,1,29.99
528,20220413,20220425,20220420,22122,1,100,SO56149,1,4.99
467,20220413,20220425,20220420,22122,2,100,SO56149,1,24.49
214,20220413,20220425,20220420,22122,1,100,SO56149,1,34.99
536,20220413,20220425,20220420,12964,1,19,SO56150,1,29.99
478,20220413,20220425,20220420,20676,1,100,SO56151,1,9.99
477,20220413,20220425,20220420,20676,1,100,SO56151,1,4.99
477,20220413,20220425,20220420,18546,1,100,SO56152,1,4.99
467,20220413,20220425,20220420,18546,1,100,SO56152,1,24.49
477,20220413,20220425,20220420,17033,1,100,SO56153,1,4.99
463,20220413,20220425,20220420,17033,1,100,SO56153,1,24.49
477,20220413,20220425,20220420,24489,1,19,SO56154,1,4.99
471,20220413,20220425,20220420,19641,1,100,SO56155,1,63.5
477,20220413,20220425,20220420,19641,1,100,SO56155,1,4.99
477,20220413,20220425,20220420,24763,1,19,SO56156,1,4.99
485,20220413,20220425,20220420,13899,1,100,SO56157,1,21.98
485,20220413,20220425,20220420,20299,1,19,SO56158,1,21.98
217,20220413,20220425,20220420,20299,1,19,SO56158,1,34.99
528,20220413,20220425,20220420,16055,1,100,SO56159,1,4.99
485,20220413,20220425,20220420,16055,1,100,SO56159,1,21.98
478,20220413,20220425,20220420,16055,1,100,SO56159,1,9.99
467,20220413,20220425,20220420,16055,1,100,SO56159,1,24.49
477,20220413,20220425,20220420,16055,1,100,SO56159,1,4.99
485,20220413,20220425,20220420,18186,1,98,SO56160,1,21.98
472,20220413,20220425,20220420,18186,1,98,SO56160,1,63.5
225,20220413,20220425,20220420,14545,1,98,SO56161,1,8.99
476,20220413,20220425,20220420,14545,1,98,SO56161,1,69.99
540,20220413,20220425,20220420,14529,1,98,SO56162,1,32.6
529,20220413,20220425,20220420,14529,1,98,SO56162,1,3.99
486,20220413,20220425,20220420,14529,1,98,SO56162,1,159
540,20220413,20220425,20220420,13814,1,98,SO56163,1,32.6
237,20220413,20220425,20220420,13814,1,98,SO56163,1,49.99
465,20220413,20220425,20220420,13814,1,98,SO56163,1,24.49
529,20220413,20220425,20220420,19921,1,100,SO56164,1,3.99
539,20220413,20220425,20220420,19921,1,100,SO56164,1,24.99
222,20220413,20220425,20220420,19921,1,100,SO56164,1,34.99
541,20220413,20220425,20220420,22698,1,100,SO56165,1,28.99
530,20220413,20220425,20220420,22698,1,100,SO56165,1,4.99
222,20220413,20220425,20220420,22698,1,100,SO56165,1,34.99
530,20220413,20220425,20220420,24109,1,100,SO56166,1,4.99
528,20220413,20220425,20220420,11807,1,100,SO56167,1,4.99
537,20220413,20220425,20220420,11807,1,100,SO56167,1,35
463,20220413,20220425,20220420,11807,1,100,SO56167,1,24.49
214,20220413,20220425,20220420,11807,1,100,SO56167,1,34.99
528,20220413,20220425,20220420,13860,1,19,SO56168,1,4.99
537,20220413,20220425,20220420,13860,1,19,SO56168,1,35
537,20220413,20220425,20220420,11744,1,100,SO56169,1,35
480,20220413,20220425,20220420,11744,1,100,SO56169,1,2.29
528,20220413,20220425,20220420,12533,1,100,SO56170,1,4.99
537,20220413,20220425,20220420,12533,1,100,SO56170,1,35
486,20220413,20220425,20220420,12533,1,100,SO56170,1,159
478,20220413,20220425,20220420,14196,1,98,SO56171,1,9.99
477,20220413,20220425,20220420,14196,1,98,SO56171,1,4.99
491,20220413,20220425,20220420,14196,1,98,SO56171,1,53.99
479,20220413,20220425,20220420,11399,1,100,SO56172,1,8.99
477,20220413,20220425,20220420,11399,1,100,SO56172,1,4.99
591,20220413,20220425,20220420,19128,1,100,SO56173,1,564.99
478,20220413,20220425,20220420,19128,1,100,SO56173,1,9.99
477,20220413,20220425,20220420,19128,1,100,SO56173,1,4.99
487,20220413,20220425,20220420,19128,1,100,SO56173,1,54.99
484,20220413,20220425,20220420,19128,1,100,SO56173,1,7.95
361,20220413,20220425,20220420,13328,1,19,SO56174,1,2294.99
478,20220413,20220425,20220420,13328,1,19,SO56174,1,9.99
477,20220413,20220425,20220420,13328,1,19,SO56174,1,4.99
353,20220413,20220425,20220420,12942,2,100,SO56175,1,2319.99
355,20220413,20220425,20220420,11541,1,100,SO56176,1,2319.99
537,20220413,20220425,20220420,11541,1,100,SO56176,1,35
528,20220413,20220425,20220420,11541,1,100,SO56176,1,4.99
222,20220413,20220425,20220420,11541,1,100,SO56176,1,34.99
357,20220413,20220425,20220420,12707,1,100,SO56177,1,2319.99
478,20220413,20220425,20220420,12707,1,100,SO56177,1,9.99
477,20220413,20220425,20220420,12707,1,100,SO56177,1,4.99
217,20220413,20220425,20220420,12707,1,100,SO56177,1,34.99
579,20220413,20220425,20220420,17984,1,100,SO56178,1,1214.85
217,20220413,20220425,20220420,17984,1,100,SO56178,1,34.99
576,20220413,20220425,20220420,29114,1,6,SO56179,1,2384.07
573,20220413,20220425,20220420,29115,1,6,SO56180,1,2384.07
477,20220413,20220425,20220420,29115,1,6,SO56180,1,4.99
479,20220413,20220425,20220420,29115,1,6,SO56180,1,8.99
225,20220413,20220425,20220420,29115,1,6,SO56180,1,8.99
482,20220413,20220425,20220420,29183,1,6,SO56181,1,8.99
574,20220413,20220425,20220420,29183,1,6,SO56181,1,2384.07
605,20220413,20220425,20220420,22875,1,100,SO56182,1,539.99
477,20220413,20220425,20220420,22875,1,100,SO56182,1,4.99
479,20220413,20220425,20220420,22875,1,100,SO56182,1,8.99
480,20220413,20220425,20220420,22875,1,100,SO56182,1,2.29
584,20220413,20220425,20220420,22082,1,100,SO56183,1,539.99
214,20220413,20220425,20220420,22082,1,100,SO56183,1,34.99
604,20220413,20220425,20220420,22045,1,100,SO56184,1,539.99
479,20220413,20220425,20220420,22045,1,100,SO56184,1,8.99
477,20220413,20220425,20220420,22045,1,100,SO56184,1,4.99
484,20220413,20220425,20220420,22045,1,100,SO56184,1,7.95
388,20220413,20220425,20220420,18580,1,19,SO56185,1,1120.49
228,20220413,20220425,20220420,18580,1,19,SO56185,1,49.99
564,20220413,20220425,20220420,15117,1,100,SO56186,1,2384.07
477,20220413,20220425,20220420,15117,1,100,SO56186,1,4.99
479,20220413,20220425,20220420,15117,1,100,SO56186,1,8.99
570,20220413,20220425,20220420,13973,1,6,SO56187,1,742.35
479,20220413,20220425,20220420,13973,1,6,SO56187,1,8.99
477,20220413,20220425,20220420,13973,1,6,SO56187,1,4.99
484,20220413,20220425,20220420,13973,1,6,SO56187,1,7.95
357,20220414,20220426,20220421,12645,1,98,SO56188,1,2319.99
537,20220414,20220426,20220421,12645,1,98,SO56188,1,35
480,20220414,20220426,20220421,12645,1,98,SO56188,1,2.29
538,20220414,20220426,20220421,19587,1,6,SO56189,1,21.49
528,20220414,20220426,20220421,21283,1,6,SO56190,1,4.99
485,20220414,20220426,20220421,21283,1,6,SO56190,1,21.98
214,20220414,20220426,20220421,21283,1,6,SO56190,1,34.99
489,20220414,20220426,20220421,21283,1,6,SO56190,1,53.99
225,20220414,20220426,20220421,21283,1,6,SO56190,1,8.99
225,20220414,20220426,20220421,14099,1,6,SO56191,1,8.99
530,20220414,20220426,20220421,14099,1,6,SO56191,1,4.99
475,20220414,20220426,20220421,27360,1,6,SO56192,1,69.99
380,20220414,20220426,20220421,20173,1,98,SO56193,1,2443.35
529,20220414,20220426,20220421,20173,1,98,SO56193,1,3.99
540,20220414,20220426,20220421,20173,1,98,SO56193,1,32.6
480,20220414,20220426,20220421,20173,1,98,SO56193,1,2.29
529,20220414,20220426,20220421,29105,1,100,SO56194,1,3.99
480,20220414,20220426,20220421,29105,1,100,SO56194,1,2.29
529,20220414,20220426,20220421,11195,1,100,SO56195,1,3.99
480,20220414,20220426,20220421,11195,1,100,SO56195,1,2.29
530,20220414,20220426,20220421,27210,1,100,SO56196,1,4.99
480,20220414,20220426,20220421,27210,2,100,SO56196,1,2.29
530,20220414,20220426,20220421,11277,1,19,SO56197,1,4.99
480,20220414,20220426,20220421,11277,1,19,SO56197,1,2.29
484,20220414,20220426,20220421,11277,1,19,SO56197,1,7.95
536,20220414,20220426,20220421,23697,1,100,SO56198,1,29.99
528,20220414,20220426,20220421,23697,1,100,SO56198,1,4.99
222,20220414,20220426,20220421,23697,1,100,SO56198,1,34.99
540,20220414,20220426,20220421,14723,1,19,SO56199,1,32.6
536,20220414,20220426,20220421,22215,1,100,SO56200,1,29.99
477,20220414,20220426,20220421,22215,1,100,SO56200,1,4.99
222,20220414,20220426,20220421,22215,1,100,SO56200,1,34.99
482,20220414,20220426,20220421,22215,1,100,SO56200,1,8.99
474,20220414,20220426,20220421,18675,1,100,SO56201,1,69.99
482,20220414,20220426,20220421,18675,1,100,SO56201,1,8.99
228,20220414,20220426,20220421,18675,1,100,SO56201,1,49.99
477,20220414,20220426,20220421,25347,1,19,SO56202,1,4.99
487,20220414,20220426,20220421,25347,1,19,SO56202,1,54.99
477,20220414,20220426,20220421,17170,1,100,SO56203,1,4.99
482,20220414,20220426,20220421,17170,1,100,SO56203,1,8.99
528,20220414,20220426,20220421,15385,1,100,SO56204,1,4.99
480,20220414,20220426,20220421,15385,2,100,SO56204,1,2.29
528,20220414,20220426,20220421,14903,1,100,SO56205,1,4.99
485,20220414,20220426,20220421,14903,1,100,SO56205,1,21.98
217,20220414,20220426,20220421,14903,1,100,SO56205,1,34.99
485,20220414,20220426,20220421,14828,1,100,SO56206,1,21.98
488,20220414,20220426,20220421,14828,1,100,SO56206,1,53.99
535,20220414,20220426,20220421,17895,1,98,SO56207,1,24.99
528,20220414,20220426,20220421,17895,1,98,SO56207,1,4.99
539,20220414,20220426,20220421,19328,1,98,SO56208,1,24.99
480,20220414,20220426,20220421,19328,1,98,SO56208,1,2.29
538,20220414,20220426,20220421,26889,1,100,SO56209,1,21.49
225,20220414,20220426,20220421,26889,1,100,SO56209,1,8.99
530,20220414,20220426,20220421,17879,1,98,SO56210,1,4.99
237,20220414,20220426,20220421,17879,1,98,SO56210,1,49.99
485,20220414,20220426,20220421,13227,1,100,SO56211,1,21.98
234,20220414,20220426,20220421,13227,1,100,SO56211,1,49.99
600,20220414,20220426,20220421,21768,1,19,SO56212,1,539.99
592,20220414,20220426,20220421,15865,1,100,SO56213,1,564.99
478,20220414,20220426,20220421,15865,1,100,SO56213,1,9.99
477,20220414,20220426,20220421,15865,1,100,SO56213,1,4.99
491,20220414,20220426,20220421,15865,1,100,SO56213,1,53.99
355,20220414,20220426,20220421,13189,1,100,SO56214,1,2319.99
480,20220414,20220426,20220421,13189,1,100,SO56214,1,2.29
561,20220414,20220426,20220421,29293,1,6,SO56215,1,2384.07
376,20220414,20220426,20220421,19556,1,6,SO56216,1,2443.35
477,20220414,20220426,20220421,19556,1,6,SO56216,1,4.99
479,20220414,20220426,20220421,19556,1,6,SO56216,1,8.99
566,20220414,20220426,20220421,26344,1,100,SO56217,1,742.35
361,20220414,20220426,20220421,12340,1,6,SO56218,1,2294.99
477,20220414,20220426,20220421,12340,1,6,SO56218,1,4.99
225,20220414,20220426,20220421,12340,1,6,SO56218,1,8.99
478,20220414,20220426,20220421,12340,1,6,SO56218,1,9.99
563,20220414,20220426,20220421,24348,1,100,SO56219,1,2384.07
214,20220414,20220426,20220421,24348,1,100,SO56219,1,34.99
465,20220414,20220426,20220421,24348,1,100,SO56219,1,24.49
225,20220414,20220426,20220421,24819,1,100,SO56220,1,8.99
574,20220414,20220426,20220421,24819,1,100,SO56220,1,2384.07
605,20220414,20220426,20220421,22879,1,100,SO56221,1,539.99
477,20220414,20220426,20220421,22879,1,100,SO56221,1,4.99
225,20220414,20220426,20220421,22879,1,100,SO56221,1,8.99
479,20220414,20220426,20220421,22879,1,100,SO56221,1,8.99
584,20220414,20220426,20220421,22088,1,100,SO56222,1,539.99
225,20220414,20220426,20220421,22088,1,100,SO56222,1,8.99
538,20220414,20220426,20220421,22088,1,100,SO56222,1,21.49
382,20220414,20220426,20220421,23760,2,98,SO56223,1,1120.49
491,20220414,20220426,20220421,23760,1,98,SO56223,1,53.99
225,20220414,20220426,20220421,23760,1,98,SO56223,1,8.99
562,20220414,20220426,20220421,24153,1,100,SO56224,1,2384.07
530,20220414,20220426,20220421,24153,1,100,SO56224,1,4.99
541,20220414,20220426,20220421,24153,1,100,SO56224,1,28.99
357,20220415,20220427,20220422,12658,2,98,SO56225,1,2319.99
225,20220415,20220427,20220422,12658,1,98,SO56225,1,8.99
217,20220415,20220427,20220422,12658,1,98,SO56225,1,34.99
361,20220415,20220427,20220422,12132,1,100,SO56226,1,2294.99
355,20220415,20220427,20220422,11616,1,98,SO56227,1,2319.99
478,20220415,20220427,20220422,11616,1,98,SO56227,1,9.99
477,20220415,20220427,20220422,11616,1,98,SO56227,1,4.99
489,20220415,20220427,20220422,11616,1,98,SO56227,1,53.99
225,20220415,20220427,20220422,11616,1,98,SO56227,1,8.99
484,20220415,20220427,20220422,12185,1,100,SO56228,1,7.95
528,20220415,20220427,20220422,17289,1,6,SO56229,1,4.99
536,20220415,20220427,20220422,17289,1,6,SO56229,1,29.99
482,20220415,20220427,20220422,17289,1,6,SO56229,1,8.99
529,20220415,20220427,20220422,24455,1,6,SO56230,1,3.99
538,20220415,20220427,20220422,24455,1,6,SO56230,1,21.49
237,20220415,20220427,20220422,24455,1,6,SO56230,1,49.99
540,20220415,20220427,20220422,18300,1,6,SO56231,1,32.6
480,20220415,20220427,20220422,18300,1,6,SO56231,1,2.29
376,20220415,20220427,20220422,16389,1,100,SO56232,1,2443.35
479,20220415,20220427,20220422,16389,1,100,SO56232,1,8.99
477,20220415,20220427,20220422,16389,1,100,SO56232,1,4.99
529,20220415,20220427,20220422,11256,1,100,SO56233,1,3.99
217,20220415,20220427,20220422,11256,1,100,SO56233,1,34.99
530,20220415,20220427,20220422,28106,1,100,SO56234,1,4.99
484,20220415,20220427,20220422,28106,1,100,SO56234,1,7.95
530,20220415,20220427,20220422,28053,1,100,SO56235,1,4.99
487,20220415,20220427,20220422,28053,1,100,SO56235,1,54.99
481,20220415,20220427,20220422,28053,2,100,SO56235,1,8.99
530,20220415,20220427,20220422,28004,1,100,SO56236,1,4.99
480,20220415,20220427,20220422,28004,2,100,SO56236,1,2.29
538,20220415,20220427,20220422,27664,1,100,SO56237,1,21.49
529,20220415,20220427,20220422,27664,1,100,SO56237,1,3.99
217,20220415,20220427,20220422,27664,1,100,SO56237,1,34.99
540,20220415,20220427,20220422,15511,1,19,SO56238,1,32.6
529,20220415,20220427,20220422,15511,1,19,SO56238,1,3.99
536,20220415,20220427,20220422,23839,1,100,SO56239,1,29.99
536,20220415,20220427,20220422,22747,1,100,SO56240,1,29.99
480,20220415,20220427,20220422,22747,2,100,SO56240,1,2.29
536,20220415,20220427,20220422,23357,1,100,SO56241,1,29.99
472,20220415,20220427,20220422,23357,1,100,SO56241,1,63.5
528,20220415,20220427,20220422,23357,1,100,SO56241,1,4.99
478,20220415,20220427,20220422,13179,1,19,SO56242,1,9.99
477,20220415,20220427,20220422,13179,1,19,SO56242,1,4.99
487,20220415,20220427,20220422,13179,1,19,SO56242,1,54.99
484,20220415,20220427,20220422,13179,1,19,SO56242,1,7.95
477,20220415,20220427,20220422,21805,1,100,SO56243,1,4.99
478,20220415,20220427,20220422,21805,1,100,SO56243,1,9.99
214,20220415,20220427,20220422,21805,1,100,SO56243,1,34.99
481,20220415,20220427,20220422,15543,1,19,SO56244,1,8.99
476,20220415,20220427,20220422,15543,1,19,SO56244,1,69.99
477,20220415,20220427,20220422,11712,1,19,SO56245,1,4.99
480,20220415,20220427,20220422,11712,2,19,SO56245,1,2.29
477,20220415,20220427,20220422,16788,1,100,SO56246,1,4.99
214,20220415,20220427,20220422,16788,1,100,SO56246,1,34.99
528,20220415,20220427,20220422,16143,1,100,SO56247,1,4.99
485,20220415,20220427,20220422,16143,1,100,SO56247,1,21.98
485,20220415,20220427,20220422,18128,1,100,SO56248,1,21.98
473,20220415,20220427,20220422,18128,1,100,SO56248,1,63.5
528,20220415,20220427,20220422,19946,1,98,SO56249,1,4.99
535,20220415,20220427,20220422,19946,1,98,SO56249,1,24.99
485,20220415,20220427,20220422,19946,1,98,SO56249,1,21.98
214,20220415,20220427,20220422,19946,1,98,SO56249,1,34.99
476,20220415,20220427,20220422,28452,1,100,SO56250,1,69.99
536,20220415,20220427,20220422,24546,1,98,SO56251,1,29.99
528,20220415,20220427,20220422,24546,1,98,SO56251,1,4.99
480,20220415,20220427,20220422,24546,1,98,SO56251,1,2.29
530,20220415,20220427,20220422,11374,1,100,SO56252,1,4.99
541,20220415,20220427,20220422,11374,1,100,SO56252,1,28.99
214,20220415,20220427,20220422,11374,1,100,SO56252,1,34.99
530,20220415,20220427,20220422,11566,1,100,SO56253,1,4.99
480,20220415,20220427,20220422,11566,2,100,SO56253,1,2.29
537,20220415,20220427,20220422,12202,1,19,SO56254,1,35
528,20220415,20220427,20220422,12202,1,19,SO56254,1,4.99
480,20220415,20220427,20220422,12202,1,19,SO56254,1,2.29
537,20220415,20220427,20220422,11971,1,100,SO56255,1,35
528,20220415,20220427,20220422,11971,1,100,SO56255,1,4.99
214,20220415,20220427,20220422,11971,1,100,SO56255,1,34.99
600,20220415,20220427,20220422,15882,1,100,SO56256,1,539.99
535,20220415,20220427,20220422,15882,1,100,SO56256,1,24.99
465,20220415,20220427,20220422,15882,1,100,SO56256,1,24.49
585,20220415,20220427,20220422,27884,1,100,SO56257,1,742.35
477,20220415,20220427,20220422,27884,1,100,SO56257,1,4.99
479,20220415,20220427,20220422,27884,1,100,SO56257,1,8.99
590,20220415,20220427,20220422,16712,2,6,SO56258,1,769.49
476,20220415,20220427,20220422,16712,1,6,SO56258,1,69.99
581,20220415,20220427,20220422,14129,1,6,SO56259,1,1700.99
583,20220415,20220427,20220422,19557,1,6,SO56260,1,1700.99
539,20220415,20220427,20220422,19557,1,6,SO56260,1,24.99
489,20220415,20220427,20220422,19557,1,6,SO56260,1,53.99
584,20220415,20220427,20220422,20999,1,6,SO56261,1,539.99
479,20220415,20220427,20220422,20999,1,6,SO56261,1,8.99
477,20220415,20220427,20220422,20999,1,6,SO56261,1,4.99
606,20220415,20220427,20220422,28210,2,6,SO56262,1,539.99
467,20220415,20220427,20220422,28210,2,6,SO56262,1,24.49
584,20220415,20220427,20220422,20987,1,6,SO56263,1,539.99
479,20220415,20220427,20220422,20987,1,6,SO56263,1,8.99
477,20220415,20220427,20220422,20987,1,6,SO56263,1,4.99
564,20220415,20220427,20220422,29194,1,6,SO56264,1,2384.07
222,20220415,20220427,20220422,29194,1,6,SO56264,1,34.99
378,20220415,20220427,20220422,19560,1,6,SO56265,1,2443.35
540,20220415,20220427,20220422,19560,1,6,SO56265,1,32.6
529,20220415,20220427,20220422,19560,1,6,SO56265,1,3.99
217,20220415,20220427,20220422,19560,1,6,SO56265,1,34.99
463,20220415,20220427,20220422,19560,1,6,SO56265,1,24.49
376,20220415,20220427,20220422,19576,1,6,SO56266,1,2443.35
529,20220415,20220427,20220422,19576,1,6,SO56266,1,3.99
540,20220415,20220427,20220422,19576,1,6,SO56266,1,32.6
374,20220415,20220427,20220422,18929,1,6,SO56267,1,2443.35
484,20220415,20220427,20220422,18929,1,6,SO56267,1,7.95
353,20220415,20220427,20220422,11472,1,6,SO56268,1,2319.99
480,20220415,20220427,20220422,11472,1,6,SO56268,1,2.29
363,20220415,20220427,20220422,11151,1,6,SO56269,1,2294.99
485,20220415,20220427,20220422,11151,1,6,SO56269,1,21.98
480,20220415,20220427,20220422,11151,1,6,SO56269,1,2.29
353,20220415,20220427,20220422,12346,1,6,SO56270,1,2319.99
222,20220415,20220427,20220422,12346,1,6,SO56270,1,34.99
605,20220415,20220427,20220422,21336,1,19,SO56271,1,539.99
479,20220415,20220427,20220422,21336,1,19,SO56271,1,8.99
484,20220415,20220427,20220422,21336,1,19,SO56271,1,7.95
382,20220415,20220427,20220422,19891,1,100,SO56272,1,1120.49
491,20220415,20220427,20220422,19891,1,100,SO56272,1,53.99
529,20220416,20220428,20220423,16346,1,6,SO56273,1,3.99
480,20220416,20220428,20220423,16346,1,6,SO56273,1,2.29
478,20220416,20220428,20220423,28950,1,6,SO56274,1,9.99
222,20220416,20220428,20220423,28950,1,6,SO56274,1,34.99
478,20220416,20220428,20220423,28942,1,6,SO56275,1,9.99
582,20220416,20220428,20220423,20852,1,98,SO56276,1,1700.99
491,20220416,20220428,20220423,20852,1,98,SO56276,1,53.99
225,20220416,20220428,20220423,20852,1,98,SO56276,1,8.99
486,20220416,20220428,20220423,12672,1,6,SO56277,1,159
593,20220416,20220428,20220423,17720,1,98,SO56278,1,564.99
225,20220416,20220428,20220423,17720,1,98,SO56278,1,8.99
217,20220416,20220428,20220423,17720,1,98,SO56278,1,34.99
372,20220416,20220428,20220423,12333,1,100,SO56279,1,2443.35
540,20220416,20220428,20220423,12333,1,100,SO56279,1,32.6
225,20220416,20220428,20220423,12333,1,100,SO56279,1,8.99
489,20220416,20220428,20220423,11653,1,100,SO56280,1,53.99
530,20220416,20220428,20220423,11277,1,19,SO56281,1,4.99
487,20220416,20220428,20220423,11277,1,19,SO56281,1,54.99
484,20220416,20220428,20220423,11277,1,19,SO56281,1,7.95
529,20220416,20220428,20220423,11520,1,19,SO56282,1,3.99
217,20220416,20220428,20220423,11520,1,19,SO56282,1,34.99
465,20220416,20220428,20220423,11520,1,19,SO56282,1,24.49
529,20220416,20220428,20220423,11530,1,19,SO56283,1,3.99
214,20220416,20220428,20220423,11530,1,19,SO56283,1,34.99
529,20220416,20220428,20220423,11507,1,19,SO56284,1,3.99
539,20220416,20220428,20220423,11507,1,19,SO56284,1,24.99
222,20220416,20220428,20220423,11507,1,19,SO56284,1,34.99
538,20220416,20220428,20220423,27533,1,100,SO56285,1,21.49
529,20220416,20220428,20220423,27533,1,100,SO56285,1,3.99
535,20220416,20220428,20220423,11698,1,19,SO56286,1,24.99
463,20220416,20220428,20220423,11698,1,19,SO56286,1,24.49
541,20220416,20220428,20220423,27046,1,100,SO56287,1,28.99
530,20220416,20220428,20220423,27046,1,100,SO56287,1,4.99
480,20220416,20220428,20220423,27046,2,100,SO56287,1,2.29
540,20220416,20220428,20220423,25434,1,100,SO56288,1,32.6
529,20220416,20220428,20220423,25434,1,100,SO56288,1,3.99
480,20220416,20220428,20220423,25434,1,100,SO56288,1,2.29
540,20220416,20220428,20220423,23793,1,100,SO56289,1,32.6
529,20220416,20220428,20220423,23793,1,100,SO56289,1,3.99
480,20220416,20220428,20220423,23793,1,100,SO56289,1,2.29
536,20220416,20220428,20220423,19839,1,19,SO56290,1,29.99
528,20220416,20220428,20220423,19839,1,19,SO56290,1,4.99
217,20220416,20220428,20220423,19839,1,19,SO56290,1,34.99
476,20220416,20220428,20220423,15856,1,19,SO56291,1,69.99
225,20220416,20220428,20220423,15856,1,19,SO56291,1,8.99
475,20220416,20220428,20220423,20352,1,100,SO56292,1,69.99
482,20220416,20220428,20220423,20352,1,100,SO56292,1,8.99
476,20220416,20220428,20220423,11808,1,19,SO56293,1,69.99
465,20220416,20220428,20220423,11808,1,19,SO56293,1,24.49
481,20220416,20220428,20220423,18520,1,100,SO56294,1,8.99
